CustomerID,Segment,AgeGroup,LoyaltyTier
51720,Corporate,18-24,Silver
51721,Consumer,55-64,Bronze
51722,Corporate,18-24,Gold
51723,Consumer,18-24,Bronze
51724,Corporate,18-24,Silver
51725,Corporate,45-54,Bronze
51726,Consumer,45-54,Bronze
51727,SMB,25-34,Silver
51728,SMB,35-44,Gold
51729,SMB,65+,Bronze
51730,SMB,25-34,Silver
51731,Consumer,18-24,Gold
51732,Consumer,45-54,Bronze
51733,Consumer,18-24,Silver
51734,SMB,35-44,Bronze
51735,Corporate,25-34,Silver
51736,Consumer,18-24,Gold
51737,SMB,45-54,Bronze
51738,Consumer,55-64,Silver
51739,Consumer,25-34,Bronze
51740,Consumer,25-34,Silver
51741,Consumer,65+,Bronze
51742,Consumer,25-34,Silver
51743,Consumer,25-34,Silver
51744,Consumer,35-44,Bronze
51745,Consumer,25-34,Bronze
51746,SMB,25-34,Bronze
51747,Consumer,65+,Bronze
51748,Consumer,18-24,Bronze
51749,Consumer,55-64,Bronze
51750,Consumer,35-44,Silver
51751,Consumer,18-24,Silver
51752,Corporate,25-34,Bronze
51753,Corporate,45-54,Silver
51754,SMB,45-54,Silver
51755,Consumer,25-34,Bronze
51756,SMB,25-34,Bronze
51757,Consumer,65+,Bronze
51758,Consumer,45-54,Silver
51759,Consumer,45-54,Bronze
51760,Corporate,65+,Bronze
51761,SMB,25-34,Bronze
51762,Consumer,25-34,Bronze
51763,Consumer,55-64,Silver
51764,Corporate,35-44,Bronze
51765,Corporate,35-44,Bronze
51766,Consumer,55-64,Bronze
51767,Consumer,65+,Bronze
51768,Consumer,55-64,Silver
51769,Consumer,55-64,Bronze
51770,Consumer,35-44,Gold
51771,Consumer,45-54,Gold
51772,Consumer,25-34,Bronze
51773,Consumer,25-34,Bronze
51774,Consumer,25-34,Bronze
51775,Consumer,45-54,Bronze
51776,Corporate,65+,Bronze
51777,Consumer,55-64,Bronze
51778,SMB,25-34,Silver
51779,SMB,45-54,Bronze
51780,Consumer,35-44,Silver
51781,Consumer,55-64,Silver
51782,Consumer,35-44,Silver
51783,Consumer,25-34,Gold
51784,SMB,25-34,Silver
51785,SMB,18-24,Silver
51786,Consumer,35-44,Gold
51787,Corporate,25-34,Gold
51788,SMB,35-44,Silver
51789,Consumer,45-54,Bronze
51790,Consumer,65+,Silver
51791,Consumer,55-64,Silver
51792,Corporate,45-54,Silver
51793,Consumer,35-44,Bronze
51794,SMB,25-34,Silver
51795,Consumer,45-54,Bronze
51796,Corporate,18-24,Bronze
51797,Consumer,18-24,Gold
51798,Consumer,45-54,Gold
51799,Consumer,25-34,Bronze
51800,Consumer,55-64,Silver
51801,SMB,45-54,Bronze
51802,Consumer,35-44,Gold
51803,Consumer,65+,Bronze
51804,Consumer,25-34,Silver
51805,SMB,25-34,Bronze
51806,Consumer,35-44,Bronze
51807,Consumer,65+,Silver
51808,SMB,18-24,Silver
51809,Consumer,45-54,Gold
51810,SMB,65+,Silver
51811,Corporate,25-34,Silver
51812,Consumer,45-54,Silver
51813,Consumer,45-54,Bronze
51814,SMB,35-44,Bronze
51815,SMB,35-44,Silver
51816,SMB,65+,Bronze
51817,Consumer,35-44,Bronze
51818,Consumer,35-44,Bronze
51819,SMB,45-54,Bronze
51820,Consumer,18-24,Bronze
51821,Consumer,55-64,Bronze
51822,Consumer,18-24,Silver
51823,Consumer,65+,Bronze
51824,Consumer,65+,Bronze
51825,SMB,55-64,Gold
51826,Consumer,55-64,Bronze
51827,SMB,45-54,Bronze
51828,Consumer,25-34,Bronze
51829,Consumer,45-54,Silver
51830,Consumer,45-54,Bronze
51831,SMB,25-34,Gold
51832,Consumer,55-64,Bronze
51833,Consumer,25-34,Bronze
51834,Corporate,35-44,Silver
51835,Consumer,25-34,Gold
51836,Consumer,25-34,Gold
51837,SMB,55-64,Bronze
51838,Consumer,55-64,Silver
51839,Corporate,18-24,Bronze
51840,Consumer,55-64,Silver
51841,Corporate,65+,Silver
51842,Consumer,45-54,Bronze
51843,SMB,45-54,Silver
51844,Consumer,25-34,Bronze
51845,Consumer,45-54,Silver
51846,Consumer,35-44,Bronze
51847,Consumer,65+,Bronze
51848,Consumer,45-54,Gold
51849,Consumer,25-34,Silver
51850,SMB,55-64,Gold
51851,Consumer,55-64,Gold
51852,Consumer,25-34,Silver
51853,Consumer,25-34,Silver
51854,Consumer,18-24,Silver
51855,Corporate,55-64,Bronze
51856,Consumer,18-24,Silver
51857,Consumer,25-34,Silver
51858,SMB,45-54,Gold
51859,SMB,25-34,Bronze
51860,Consumer,25-34,Bronze
51861,Consumer,18-24,Bronze
51862,Consumer,18-24,Silver
51863,Consumer,45-54,Bronze
51864,Consumer,25-34,Bronze
51865,Corporate,65+,Bronze
51866,Consumer,18-24,Silver
51867,Consumer,25-34,Gold
51868,Consumer,25-34,Silver
51869,SMB,55-64,Bronze
51870,Consumer,55-64,Silver
51871,Consumer,18-24,Bronze
51872,Corporate,18-24,Bronze
51873,Corporate,18-24,Bronze
51874,Corporate,45-54,Silver
51875,SMB,55-64,Bronze
51876,Consumer,45-54,Silver
51877,Consumer,35-44,Bronze
51878,Consumer,35-44,Silver
51879,Consumer,45-54,Bronze
51880,Consumer,18-24,Bronze
51881,Consumer,55-64,Bronze
51882,Consumer,55-64,Bronze
51883,SMB,45-54,Bronze
51884,Consumer,25-34,Silver
51885,Consumer,25-34,Gold
51886,SMB,65+,Bronze
51887,SMB,65+,Bronze
51888,Consumer,55-64,Gold
51889,SMB,55-64,Silver
51890,Consumer,35-44,Gold
51891,Corporate,55-64,Bronze
51892,SMB,45-54,Silver
51893,Consumer,35-44,Silver
51894,Consumer,45-54,Silver
51895,Consumer,18-24,Bronze
51896,Consumer,35-44,Bronze
51897,Consumer,55-64,Bronze
51898,SMB,35-44,Bronze
51899,Consumer,35-44,Bronze
51900,Consumer,45-54,Bronze
51901,SMB,65+,Gold
51902,Consumer,25-34,Bronze
51903,Consumer,45-54,Silver
51904,Corporate,35-44,Silver
51905,SMB,25-34,Bronze
51906,Consumer,18-24,Bronze
51907,Consumer,45-54,Bronze
51908,Consumer,25-34,Silver
51909,Corporate,45-54,Gold
51910,SMB,35-44,Bronze
51911,Consumer,35-44,Bronze
51912,SMB,55-64,Bronze
51913,Consumer,18-24,Bronze
51914,SMB,45-54,Bronze
51915,Consumer,35-44,Bronze
51916,Consumer,25-34,Bronze
51917,Consumer,35-44,Bronze
51918,Consumer,55-64,Bronze
51919,SMB,25-34,Bronze
51920,SMB,45-54,Bronze
51921,Consumer,25-34,Bronze
51922,SMB,35-44,Bronze
51923,Consumer,35-44,Silver
51924,Consumer,18-24,Bronze
51925,SMB,55-64,Gold
51926,Corporate,35-44,Bronze
51927,Consumer,25-34,Silver
51928,SMB,25-34,Bronze
51929,Corporate,65+,Bronze
51930,Corporate,65+,Silver
51931,Consumer,35-44,Silver
51932,Consumer,25-34,Bronze
51933,Consumer,45-54,Bronze
51934,Consumer,18-24,Gold
51935,Consumer,55-64,Silver
51936,Consumer,18-24,Bronze
51937,Consumer,18-24,Bronze
51938,SMB,25-34,Silver
51939,Consumer,35-44,Bronze
51940,SMB,18-24,Bronze
51941,Consumer,25-34,Silver
51942,Consumer,65+,Silver
51943,Consumer,55-64,Bronze
51944,Corporate,18-24,Bronze
51945,Consumer,55-64,Bronze
51946,Consumer,35-44,Silver
51947,Consumer,65+,Bronze
51948,Corporate,25-34,Bronze
51949,SMB,25-34,Silver
51950,SMB,45-54,Bronze
51951,Consumer,35-44,Silver
51952,Consumer,25-34,Bronze
51953,SMB,35-44,Silver
51954,SMB,45-54,Bronze
51955,SMB,25-34,Gold
51956,Consumer,55-64,Bronze
51957,Consumer,55-64,Silver
51958,Consumer,55-64,Silver
51959,SMB,45-54,Bronze
51960,Corporate,25-34,Bronze
51961,Consumer,45-54,Bronze
51962,SMB,25-34,Bronze
51963,Consumer,25-34,Bronze
51964,Consumer,35-44,Gold
51965,Consumer,25-34,Bronze
51966,Consumer,25-34,Bronze
51967,Consumer,45-54,Bronze
51968,Consumer,65+,Silver
51969,Consumer,18-24,Bronze
51970,Consumer,35-44,Bronze
51971,Consumer,18-24,Gold
51972,SMB,35-44,Silver
51973,Consumer,45-54,Silver
51974,Consumer,35-44,Bronze
51975,Consumer,18-24,Bronze
51976,Consumer,45-54,Silver
51977,Consumer,35-44,Bronze
51978,Consumer,45-54,Bronze
51979,Consumer,45-54,Bronze
51980,SMB,65+,Gold
51981,SMB,35-44,Bronze
51982,Consumer,65+,Silver
51983,SMB,25-34,Bronze
51984,Consumer,35-44,Silver
51985,Consumer,25-34,Bronze
51986,Consumer,35-44,Bronze
51987,Consumer,65+,Bronze
51988,Consumer,65+,Bronze
51989,SMB,35-44,Silver
51990,SMB,25-34,Silver
51991,Consumer,25-34,Gold
51992,SMB,65+,Bronze
51993,Consumer,35-44,Bronze
51994,Consumer,25-34,Gold
51995,SMB,55-64,Bronze
51996,Consumer,35-44,Bronze
51997,Corporate,35-44,Silver
51998,SMB,65+,Bronze
51999,SMB,55-64,Silver
52000,Consumer,18-24,Bronze
52001,Consumer,65+,Gold
52002,Consumer,35-44,Bronze
52003,SMB,25-34,Silver
52004,SMB,65+,Bronze
52005,Consumer,35-44,Gold
52006,SMB,45-54,Bronze
52007,Consumer,55-64,Silver
52008,Consumer,25-34,Silver
52009,Corporate,65+,Bronze
52010,Consumer,45-54,Bronze
52011,Consumer,18-24,Bronze
52012,Consumer,35-44,Silver
52013,SMB,18-24,Bronze
52014,Consumer,65+,Gold
52015,Consumer,45-54,Gold
52016,Consumer,35-44,Bronze
52017,Consumer,55-64,Bronze
52018,Consumer,55-64,Silver
52019,SMB,45-54,Silver
52020,Consumer,25-34,Bronze
52021,SMB,18-24,Silver
52022,Consumer,55-64,Silver
52023,Consumer,55-64,Silver
52024,SMB,35-44,Gold
52025,Corporate,35-44,Gold
52026,Consumer,35-44,Bronze
52027,Corporate,25-34,Gold
52028,SMB,65+,Gold
52029,Consumer,35-44,Silver
52030,Consumer,45-54,Bronze
52031,Consumer,45-54,Gold
52032,Consumer,18-24,Silver
52033,Consumer,18-24,Bronze
52034,Consumer,25-34,Bronze
52035,Consumer,35-44,Gold
52036,Consumer,45-54,Bronze
52037,Consumer,65+,Silver
52038,Consumer,65+,Bronze
52039,Consumer,45-54,Silver
52040,SMB,35-44,Silver
52041,Consumer,35-44,Bronze
52042,Consumer,45-54,Bronze
52043,Consumer,35-44,Bronze
52044,Consumer,55-64,Bronze
52045,Consumer,45-54,Bronze
52046,SMB,18-24,Gold
52047,Corporate,55-64,Silver
52048,Consumer,18-24,Silver
52049,Consumer,25-34,Bronze
52050,Corporate,65+,Bronze
52051,SMB,45-54,Silver
52052,Consumer,55-64,Gold
52053,SMB,65+,Gold
52054,Consumer,25-34,Gold
52055,Corporate,55-64,Bronze
52056,Consumer,35-44,Silver
52057,Consumer,18-24,Bronze
52058,Consumer,18-24,Silver
52059,Consumer,25-34,Silver
52060,SMB,45-54,Bronze
52061,Consumer,45-54,Bronze
52062,SMB,55-64,Bronze
52063,SMB,25-34,Bronze
52064,Consumer,55-64,Gold
52065,Corporate,25-34,Bronze
52066,Consumer,25-34,Bronze
52067,SMB,45-54,Silver
52068,Consumer,35-44,Gold
52069,Consumer,65+,Bronze
52070,SMB,25-34,Bronze
52071,Corporate,25-34,Gold
52072,Consumer,55-64,Silver
52073,Corporate,55-64,Silver
52074,Consumer,25-34,Bronze
52075,SMB,25-34,Silver
52076,SMB,35-44,Silver
52077,Consumer,18-24,Bronze
52078,Consumer,35-44,Bronze
52079,SMB,55-64,Silver
52080,Consumer,55-64,Gold
52081,Consumer,25-34,Bronze
52082,Consumer,25-34,Bronze
52083,Consumer,25-34,Bronze
52084,Consumer,45-54,Gold
52085,Consumer,25-34,Silver
52086,Consumer,65+,Bronze
52087,SMB,18-24,Gold
52088,Consumer,35-44,Gold
52089,Consumer,45-54,Bronze
52090,Consumer,65+,Bronze
52091,Consumer,45-54,Bronze
52092,Consumer,55-64,Silver
52093,SMB,35-44,Silver
52094,SMB,25-34,Gold
52095,Corporate,35-44,Bronze
52096,SMB,45-54,Gold
52097,Consumer,35-44,Bronze
52098,Consumer,55-64,Bronze
52099,Corporate,35-44,Bronze
52100,Consumer,35-44,Bronze
52101,Consumer,35-44,Bronze
52102,Consumer,35-44,Bronze
52103,SMB,18-24,Silver
52104,Consumer,25-34,Silver
52105,Consumer,45-54,Bronze
52106,Consumer,45-54,Bronze
52107,SMB,35-44,Bronze
52108,Consumer,55-64,Silver
52109,Consumer,35-44,Bronze
52110,Consumer,35-44,Bronze
52111,Consumer,25-34,Silver
52112,SMB,55-64,Silver
52113,SMB,65+,Silver
52114,SMB,45-54,Bronze
52115,Corporate,25-34,Bronze
52116,Consumer,45-54,Gold
52117,Consumer,35-44,Gold
52118,Consumer,65+,Bronze
52119,Consumer,18-24,Bronze
52120,Consumer,55-64,Bronze
52121,Consumer,35-44,Bronze
52122,Consumer,55-64,Bronze
52123,Corporate,45-54,Bronze
52124,SMB,18-24,Gold
52125,Consumer,45-54,Bronze
52126,SMB,35-44,Bronze
52127,SMB,25-34,Bronze
52128,SMB,25-34,Silver
52129,Consumer,35-44,Silver
52130,SMB,45-54,Bronze
52131,Consumer,35-44,Silver
52132,Consumer,18-24,Bronze
52133,Consumer,25-34,Bronze
52134,Consumer,45-54,Silver
52135,Consumer,35-44,Bronze
52136,Consumer,55-64,Bronze
52137,Consumer,35-44,Bronze
52138,Consumer,25-34,Bronze
52139,Consumer,55-64,Silver
52140,Consumer,25-34,Silver
52141,Consumer,18-24,Silver
52142,Consumer,35-44,Silver
52143,Consumer,35-44,Bronze
52144,Corporate,25-34,Silver
52145,Consumer,65+,Silver
52146,SMB,25-34,Silver
52147,SMB,25-34,Silver
52148,Corporate,45-54,Bronze
52149,Consumer,25-34,Gold
52150,Consumer,25-34,Bronze
52151,Corporate,35-44,Bronze
52152,Consumer,25-34,Bronze
52153,Corporate,45-54,Gold
52154,Consumer,25-34,Silver
52155,Consumer,45-54,Bronze
52156,SMB,18-24,Bronze
52157,Consumer,45-54,Silver
52158,Consumer,65+,Gold
52159,Corporate,55-64,Bronze
52160,Consumer,65+,Bronze
52161,Corporate,35-44,Bronze
52162,Consumer,25-34,Bronze
52163,Consumer,35-44,Silver
52164,Consumer,55-64,Bronze
52165,Consumer,25-34,Bronze
52166,Consumer,45-54,Silver
52167,SMB,25-34,Silver
52168,Consumer,65+,Silver
52169,Consumer,35-44,Silver
52170,Consumer,25-34,Bronze
52171,Consumer,25-34,Silver
52172,SMB,35-44,Silver
52173,Consumer,65+,Bronze
52174,Consumer,35-44,Gold
52175,Consumer,55-64,Silver
52176,Consumer,35-44,Gold
52177,Consumer,18-24,Gold
52178,Corporate,45-54,Bronze
52179,Consumer,45-54,Bronze
52180,Corporate,45-54,Gold
52181,Consumer,25-34,Bronze
52182,Consumer,25-34,Gold
52183,Consumer,25-34,Gold
52184,Consumer,18-24,Silver
52185,Consumer,25-34,Silver
52186,Consumer,25-34,Bronze
52187,Consumer,35-44,Gold
52188,Consumer,65+,Silver
52189,Consumer,45-54,Bronze
52190,Consumer,35-44,Silver
52191,Consumer,45-54,Bronze
52192,Corporate,35-44,Bronze
52193,Consumer,18-24,Bronze
52194,SMB,45-54,Gold
52195,Consumer,45-54,Silver
52196,SMB,45-54,Bronze
52197,Consumer,55-64,Silver
52198,Consumer,55-64,Silver
52199,Consumer,55-64,Bronze
52200,Corporate,18-24,Bronze
52201,Consumer,65+,Silver
52202,Consumer,45-54,Bronze
52203,Consumer,45-54,Bronze
52204,SMB,45-54,Bronze
52205,Consumer,25-34,Silver
52206,Consumer,25-34,Bronze
52207,Consumer,55-64,Bronze
52208,SMB,45-54,Silver
52209,Consumer,65+,Silver
52210,Consumer,25-34,Silver
52211,Consumer,45-54,Bronze
52212,Consumer,45-54,Bronze
52213,Consumer,18-24,Bronze
52214,Corporate,45-54,Gold
52215,Consumer,35-44,Bronze
52216,Consumer,35-44,Silver
52217,SMB,25-34,Bronze
52218,Corporate,45-54,Silver
52219,SMB,45-54,Bronze
52220,Consumer,55-64,Bronze
52221,Consumer,55-64,Bronze
52222,Consumer,65+,Silver
52223,Consumer,65+,Bronze
52224,SMB,45-54,Silver
52225,Corporate,25-34,Gold
52226,Corporate,35-44,Silver
52227,Consumer,18-24,Bronze
52228,Consumer,45-54,Bronze
52229,Consumer,25-34,Silver
52230,Consumer,35-44,Bronze
52231,Consumer,55-64,Bronze
52232,Consumer,18-24,Silver
52233,Consumer,55-64,Silver
52234,Consumer,18-24,Bronze
52235,Consumer,35-44,Bronze
52236,SMB,25-34,Bronze
52237,Consumer,18-24,Bronze
52238,Consumer,35-44,Bronze
52239,Consumer,25-34,Bronze
52240,Consumer,18-24,Gold
52241,SMB,55-64,Bronze
52242,SMB,25-34,Bronze
52243,Consumer,65+,Silver
52244,Consumer,45-54,Gold
52245,SMB,35-44,Gold
52246,Consumer,18-24,Silver
52247,Consumer,55-64,Silver
52248,SMB,18-24,Silver
52249,Consumer,55-64,Bronze
52250,Consumer,35-44,Silver
52251,Consumer,35-44,Silver
52252,Consumer,18-24,Bronze
52253,SMB,35-44,Bronze
52254,Consumer,18-24,Bronze
52255,Consumer,55-64,Bronze
52256,Consumer,45-54,Bronze
52257,SMB,25-34,Silver
52258,Consumer,35-44,Bronze
52259,Consumer,25-34,Bronze
52260,SMB,45-54,Silver
52261,Consumer,25-34,Bronze
52262,Corporate,25-34,Bronze
52263,Consumer,25-34,Silver
52264,SMB,65+,Silver
52265,Consumer,55-64,Bronze
52266,SMB,35-44,Silver
52267,SMB,55-64,Bronze
52268,Consumer,35-44,Silver
52269,Consumer,25-34,Bronze
52270,Consumer,55-64,Silver
52271,Consumer,18-24,Silver
52272,SMB,55-64,Bronze
52273,SMB,65+,Bronze
52274,Corporate,18-24,Gold
52275,Consumer,55-64,Silver
52276,Consumer,55-64,Bronze
52277,Corporate,18-24,Bronze
52278,Consumer,35-44,Silver
52279,SMB,25-34,Silver
52280,Consumer,35-44,Bronze
52281,Consumer,35-44,Silver
52282,Consumer,35-44,Bronze
52283,Consumer,18-24,Silver
52284,Consumer,25-34,Bronze
52285,Consumer,25-34,Gold
52286,SMB,45-54,Bronze
52287,Corporate,45-54,Gold
52288,Consumer,55-64,Bronze
52289,Consumer,45-54,Bronze
52290,Consumer,55-64,Bronze
52291,Corporate,35-44,Silver
52292,Consumer,25-34,Bronze
52293,Consumer,18-24,Silver
52294,Consumer,45-54,Silver
52295,Consumer,45-54,Silver
52296,Consumer,25-34,Bronze
52297,Consumer,35-44,Bronze
52298,Consumer,65+,Bronze
52299,SMB,45-54,Bronze
52300,Consumer,25-34,Bronze
52301,Consumer,55-64,Bronze
52302,Consumer,35-44,Silver
52303,Consumer,18-24,Bronze
52304,Consumer,18-24,Bronze
52305,Consumer,65+,Bronze
52306,Consumer,18-24,Bronze
52307,Consumer,55-64,Silver
52308,Corporate,18-24,Bronze
52309,Consumer,35-44,Bronze
52310,SMB,25-34,Bronze
52311,Consumer,35-44,Bronze
52312,Consumer,18-24,Silver
52313,Consumer,35-44,Silver
52314,Consumer,55-64,Silver
52315,Consumer,35-44,Silver
52316,SMB,25-34,Bronze
52317,Consumer,55-64,Bronze
52318,Consumer,55-64,Bronze
52319,SMB,35-44,Bronze
52320,Consumer,35-44,Silver
52321,SMB,18-24,Silver
52322,Corporate,18-24,Silver
52323,Consumer,35-44,Bronze
52324,Consumer,18-24,Bronze
52325,SMB,65+,Silver
52326,Consumer,45-54,Silver
52327,Consumer,25-34,Gold
52328,SMB,45-54,Bronze
52329,Consumer,25-34,Bronze
52330,Consumer,65+,Bronze
52331,Consumer,35-44,Silver
52332,Consumer,45-54,Silver
52333,Consumer,25-34,Bronze
52334,SMB,35-44,Gold
52335,Consumer,45-54,Bronze
52336,Consumer,35-44,Gold
52337,Consumer,18-24,Silver
52338,Consumer,35-44,Bronze
52339,Consumer,55-64,Gold
52340,SMB,35-44,Bronze
52341,Corporate,65+,Bronze
52342,Corporate,35-44,Bronze
52343,SMB,55-64,Bronze
52344,Consumer,18-24,Silver
52345,Consumer,45-54,Bronze
52346,Consumer,35-44,Gold
52347,Corporate,35-44,Bronze
52348,Consumer,65+,Gold
52349,Consumer,18-24,Silver
52350,Consumer,35-44,Silver
52351,Consumer,25-34,Bronze
52352,Consumer,65+,Bronze
52353,Consumer,55-64,Bronze
52354,Consumer,25-34,Bronze
52355,Consumer,25-34,Silver
52356,Consumer,18-24,Silver
52357,Consumer,25-34,Silver
52358,SMB,65+,Bronze
52359,Consumer,55-64,Bronze
52360,Corporate,55-64,Silver
52361,Consumer,35-44,Gold
52362,SMB,35-44,Silver
52363,Consumer,45-54,Bronze
52364,Consumer,55-64,Silver
52365,SMB,18-24,Gold
52366,Consumer,25-34,Silver
52367,Consumer,45-54,Silver
52368,Consumer,25-34,Silver
52369,Consumer,65+,Silver
52370,Consumer,18-24,Bronze
52371,Consumer,65+,Silver
52372,Consumer,25-34,Bronze
52373,Consumer,25-34,Bronze
52374,Corporate,35-44,Gold
52375,Corporate,45-54,Gold
52376,Consumer,65+,Bronze
52377,Consumer,35-44,Silver
52378,Consumer,55-64,Silver
52379,Consumer,55-64,Bronze
52380,Consumer,65+,Bronze
52381,SMB,35-44,Bronze
52382,SMB,35-44,Bronze
52383,Consumer,18-24,Bronze
52384,Consumer,35-44,Silver
52385,Consumer,35-44,Gold
52386,Consumer,25-34,Bronze
52387,Corporate,55-64,Bronze
52388,Corporate,25-34,Bronze
52389,Corporate,25-34,Bronze
52390,SMB,18-24,Bronze
52391,Consumer,18-24,Bronze
52392,Consumer,55-64,Silver
52393,SMB,35-44,Bronze
52394,Consumer,35-44,Silver
52395,Consumer,35-44,Silver
52396,Consumer,65+,Bronze
52397,Consumer,35-44,Bronze
52398,Consumer,35-44,Bronze
52399,Consumer,45-54,Silver
52400,Consumer,65+,Bronze
52401,Consumer,55-64,Gold
52402,SMB,55-64,Silver
52403,Consumer,25-34,Bronze
52404,Consumer,65+,Bronze
52405,SMB,55-64,Bronze
52406,Consumer,25-34,Bronze
52407,Consumer,55-64,Bronze
52408,Consumer,65+,Silver
52409,Consumer,55-64,Silver
52410,Consumer,45-54,Bronze
52411,Consumer,55-64,Bronze
52412,Consumer,55-64,Bronze
52413,Consumer,55-64,Bronze
52414,Consumer,18-24,Silver
52415,Consumer,25-34,Bronze
52416,Consumer,25-34,Silver
52417,Consumer,35-44,Bronze
52418,Consumer,18-24,Silver
52419,Consumer,35-44,Silver
52420,SMB,65+,Bronze
52421,Consumer,65+,Bronze
52422,Consumer,18-24,Bronze
52423,Consumer,45-54,Bronze
52424,Consumer,25-34,Silver
52425,SMB,55-64,Bronze
52426,Consumer,18-24,Bronze
52427,SMB,18-24,Bronze
52428,Consumer,25-34,Gold
52429,Consumer,18-24,Gold
52430,Corporate,45-54,Silver
52431,Consumer,25-34,Bronze
52432,SMB,45-54,Bronze
52433,Consumer,65+,Bronze
52434,Consumer,35-44,Bronze
52435,Consumer,35-44,Bronze
52436,SMB,65+,Silver
52437,SMB,25-34,Silver
52438,Consumer,55-64,Gold
52439,Consumer,45-54,Bronze
52440,Consumer,18-24,Bronze
52441,Consumer,25-34,Silver
52442,Corporate,45-54,Bronze
52443,Consumer,18-24,Bronze
52444,Consumer,55-64,Gold
52445,Consumer,65+,Bronze
52446,SMB,55-64,Gold
52447,Consumer,55-64,Bronze
52448,SMB,45-54,Gold
52449,Consumer,55-64,Silver
52450,Consumer,35-44,Bronze
52451,SMB,35-44,Bronze
52452,Consumer,45-54,Silver
52453,Consumer,35-44,Bronze
52454,Consumer,25-34,Bronze
52455,Consumer,25-34,Silver
52456,Consumer,35-44,Bronze
52457,Consumer,35-44,Bronze
52458,SMB,55-64,Gold
52459,Consumer,55-64,Silver
52460,Consumer,55-64,Silver
52461,Corporate,55-64,Bronze
52462,SMB,35-44,Gold
52463,Corporate,35-44,Bronze
52464,Consumer,55-64,Bronze
52465,Consumer,25-34,Bronze
52466,Consumer,45-54,Silver
52467,Consumer,35-44,Silver
52468,Consumer,45-54,Gold
52469,Consumer,45-54,Bronze
52470,Consumer,45-54,Bronze
52471,Consumer,25-34,Gold
52472,Consumer,18-24,Bronze
52473,SMB,65+,Bronze
52474,Consumer,55-64,Bronze
52475,Consumer,35-44,Bronze
52476,SMB,45-54,Bronze
52477,Consumer,18-24,Bronze
52478,Corporate,35-44,Gold
52479,Consumer,45-54,Bronze
52480,Consumer,45-54,Bronze
52481,Consumer,25-34,Bronze
52482,SMB,18-24,Silver
52483,Consumer,65+,Silver
52484,Consumer,55-64,Gold
52485,Consumer,25-34,Bronze
52486,Consumer,55-64,Silver
52487,Consumer,55-64,Silver
52488,Consumer,25-34,Silver
52489,Consumer,55-64,Bronze
52490,Corporate,35-44,Bronze
52491,Consumer,25-34,Silver
52492,Consumer,25-34,Bronze
52493,SMB,45-54,Silver
52494,Consumer,45-54,Silver
52495,Consumer,35-44,Silver
52496,SMB,18-24,Silver
52497,Corporate,55-64,Bronze
52498,Consumer,25-34,Bronze
52499,Corporate,25-34,Bronze
52500,Consumer,45-54,Bronze
52501,Consumer,25-34,Gold
52502,Consumer,65+,Bronze
52503,Consumer,45-54,Silver
52504,SMB,55-64,Bronze
52505,Consumer,35-44,Silver
52506,Consumer,35-44,Gold
52507,SMB,25-34,Bronze
52508,Consumer,25-34,Bronze
52509,SMB,35-44,Bronze
52510,Consumer,55-64,Silver
52511,SMB,35-44,Silver
52512,SMB,55-64,Silver
52513,Consumer,18-24,Bronze
52514,Consumer,25-34,Silver
52515,Consumer,18-24,Silver
52516,Consumer,65+,Bronze
52517,Consumer,18-24,Bronze
52518,SMB,35-44,Silver
52519,Consumer,45-54,Silver
52520,Consumer,25-34,Bronze
52521,Consumer,65+,Silver
52522,Consumer,65+,Silver
52523,Consumer,25-34,Gold
52524,Corporate,25-34,Bronze
52525,Consumer,45-54,Silver
52526,Consumer,35-44,Bronze
52527,Consumer,45-54,Bronze
52528,Consumer,45-54,Silver
52529,Consumer,65+,Bronze
52530,Consumer,55-64,Silver
52531,Consumer,25-34,Silver
52532,SMB,55-64,Silver
52533,SMB,35-44,Silver
52534,Consumer,65+,Silver
52535,Consumer,35-44,Bronze
52536,Consumer,18-24,Gold
52537,Consumer,65+,Bronze
52538,Consumer,25-34,Bronze
52539,Consumer,55-64,Bronze
52540,Corporate,45-54,Silver
52541,Consumer,55-64,Bronze
52542,SMB,45-54,Gold
52543,SMB,65+,Bronze
52544,SMB,55-64,Bronze
52545,Corporate,45-54,Bronze
52546,Consumer,25-34,Bronze
52547,Corporate,35-44,Silver
52548,Consumer,25-34,Bronze
52549,Consumer,25-34,Bronze
52550,Corporate,35-44,Silver
52551,Consumer,35-44,Silver
52552,Consumer,25-34,Bronze
52553,Consumer,25-34,Silver
52554,Consumer,25-34,Silver
52555,Consumer,25-34,Bronze
52556,Consumer,45-54,Bronze
52557,Consumer,18-24,Silver
52558,Corporate,25-34,Silver
52559,Consumer,25-34,Silver
52560,SMB,45-54,Silver
52561,Consumer,25-34,Bronze
52562,Consumer,18-24,Bronze
52563,SMB,55-64,Silver
52564,Consumer,35-44,Bronze
52565,Corporate,55-64,Bronze
52566,Consumer,25-34,Bronze
52567,Consumer,35-44,Bronze
52568,Consumer,35-44,Bronze
52569,Consumer,18-24,Bronze
52570,Consumer,65+,Gold
52571,Consumer,25-34,Gold
52572,SMB,65+,Silver
52573,Consumer,45-54,Silver
52574,Consumer,55-64,Bronze
52575,Consumer,25-34,Bronze
52576,Consumer,55-64,Silver
52577,Consumer,35-44,Silver
52578,Consumer,35-44,Bronze
52579,SMB,25-34,Bronze
52580,Consumer,25-34,Bronze
